"Date","Price","Open","High","Low","Change %"
"May 04, 2020","5.734","5.833","5.833","5.709","-0.50%"
"Apr 30, 2020","5.763","5.893","5.893","5.763","-1.05%"
"Apr 29, 2020","5.824","5.837","5.846","5.802","0.69%"
"Apr 28, 2020","5.784","5.818","5.837","5.757","-0.17%"
"Apr 27, 2020","5.794","5.896","5.896","5.765","0.00%"
"Apr 24, 2020","5.794","5.819","5.838","5.711","2.13%"
"Apr 23, 2020","5.673","5.821","5.821","5.654","-3.19%"
"Apr 22, 2020","5.860","5.928","5.955","5.860","-0.90%"
"Apr 21, 2020","5.913","5.997","5.997","5.891","-0.15%"
"Apr 20, 2020","5.922","6.075","6.075","5.871","-2.53%"
"Apr 17, 2020","6.076","6.233","6.262","6.076","-3.54%"
"Apr 16, 2020","6.299","6.412","6.442","6.250","0.02%"
"Apr 15, 2020","6.298","6.462","6.502","6.298","-2.76%"
"Apr 13, 2020","6.477","6.603","6.603","6.473","-1.10%"
"Apr 09, 2020","6.549","6.684","6.684","6.543","-0.40%"
"Apr 08, 2020","6.575","6.615","6.615","6.575","0.61%"
"Apr 07, 2020","6.535","6.505","6.575","6.465","2.43%"
"Apr 03, 2020","6.380","6.505","6.505","6.380","1.05%"
"Mar 31, 2020","6.314","6.348","6.348","6.240","-0.30%"
"Mar 30, 2020","6.333","6.309","6.368","6.260","1.30%"
"Mar 27, 2020","6.252","6.398","6.449","6.143","-3.93%"
"Mar 26, 2020","6.508","6.657","6.657","6.484","-1.32%"
"Mar 24, 2020","6.595","6.718","6.758","6.593","-1.83%"
"Mar 23, 2020","6.718","6.718","6.718","6.718","4.33%"
"Mar 20, 2020","6.439","6.656","6.656","6.419","-3.26%"
"Mar 19, 2020","6.656","6.539","6.708","6.539","3.58%"
"Mar 18, 2020","6.426","6.428","6.519","6.361","0.27%"
"Mar 17, 2020","6.409","6.391","6.421","6.326","1.52%"
"Mar 16, 2020","6.313","6.333","6.421","6.235","-1.39%"
"Mar 13, 2020","6.402","6.265","6.461","6.265","2.98%"
"Mar 12, 2020","6.217","6.091","6.260","6.091","2.64%"
"Mar 11, 2020","6.057","6.092","6.109","6.040","0.70%"
"Mar 09, 2020","6.015","5.958","6.030","5.956","-1.00%"
"Mar 06, 2020","6.076","6.093","6.093","6.039","-0.49%"
"Mar 05, 2020","6.106","6.121","6.147","6.100","0.20%"
"Mar 04, 2020","6.094","6.210","6.210","6.085","-1.87%"
"Mar 03, 2020","6.210","6.268","6.268","6.210","-0.08%"
"Mar 02, 2020","6.215","6.230","6.244","6.193","-0.62%"
"Feb 28, 2020","6.254","6.250","6.308","6.231","0.18%"
"Feb 27, 2020","6.243","6.211","6.270","6.198","0.48%"
"Feb 26, 2020","6.213","6.230","6.230","6.194","-0.69%"
"Feb 25, 2020","6.256","6.271","6.281","6.221","0.47%"
"Feb 24, 2020","6.227","6.271","6.271","6.215","-0.70%"
"Feb 20, 2020","6.271","6.232","6.285","6.232","0.59%"
"Feb 18, 2020","6.234","6.292","6.311","6.234","-0.16%"
"Feb 17, 2020","6.244","6.223","6.267","6.215","0.32%"
"Feb 14, 2020","6.224","6.254","6.254","6.216","-0.19%"
"Feb 13, 2020","6.236","6.323","6.323","6.236","-0.95%"
"Feb 12, 2020","6.296","6.333","6.333","6.296","-0.08%"
"Feb 11, 2020","6.301","6.333","6.353","6.264","0.37%"
"Feb 10, 2020","6.278","6.313","6.313","6.265","-0.22%"
"Feb 07, 2020","6.292","6.332","6.332","6.261","-0.77%"
"Feb 06, 2020","6.341","6.519","6.521","6.341","-2.25%"
"Feb 05, 2020","6.487","6.498","6.518","6.486","-0.12%"
"Feb 04, 2020","6.495","6.501","6.504","6.473","0.15%"
"Feb 03, 2020","6.485","6.569","6.569","6.485","-1.82%"
